model_name,epochs,learning_rate,train_batch_size,accuracy,precision,recall,f1_score,distance_1,distance_2,distance_3,distance_4,off-by-1-accuracy,off-by-2-accuracy,off-by-3-accuracy
google/bert_uncased_L-2_H-128_A-2-sst5-EMD-TRIPa2-4,2340,7.5e-05,1024,0.4105,0.284,0.4105,0.3256,0.4396,0.1235,0.0254,0.0009,0.8501,0.9737,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-EMD-TRIPa2-5,2340,7.5e-05,1024,0.4151,0.2885,0.4151,0.3279,0.4314,0.119,0.0336,0.0009,0.8465,0.9655,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-BCE-TRIPa2-1,2340,0.0001,1024,0.3787,0.2679,0.3787,0.3103,0.4805,0.1181,0.0227,0.0027,0.8592,0.9773,0.9973
google/bert_uncased_L-2_H-128_A-2-sst5-BCE-TRIPa2-2,2340,0.0001,1024,0.3833,0.2674,0.3833,0.3113,0.4914,0.1063,0.0191,0.0009,0.8747,0.9809,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-BCE-TRIPa2-3,2340,0.0001,1024,0.3906,0.3503,0.3906,0.3506,0.4732,0.1172,0.0191,0.0009,0.8638,0.9809,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-BCE-TRIPa2-4,2340,0.0001,1024,0.3869,0.3643,0.3869,0.3429,0.4777,0.1172,0.0182,0.0009,0.8647,0.9818,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-BCE-TRIPa2-5,2340,0.0001,1024,0.3987,0.3813,0.3987,0.3296,0.4641,0.119,0.0182,0.0009,0.8629,0.9818,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORAL-TRIPa2-1,2340,0.001,1024,0.2897,0.3213,0.2897,0.2351,0.436,0.188,0.0727,0.0136,0.7257,0.9137,0.9864
google/bert_uncased_L-2_H-128_A-2-sst5-CORAL-TRIPa2-2,2340,0.001,1024,0.3006,0.3412,0.3006,0.2695,0.4559,0.1671,0.059,0.0173,0.7566,0.9237,0.9827
google/bert_uncased_L-2_H-128_A-2-sst5-CORAL-TRIPa2-3,2340,0.001,1024,0.2807,0.3277,0.2807,0.2093,0.4369,0.1926,0.0699,0.02,0.7175,0.9101,0.98
google/bert_uncased_L-2_H-128_A-2-sst5-CORAL-TRIPa2-4,2340,0.001,1024,0.2625,0.0689,0.2625,0.1091,0.3342,0.2534,0.1499,0.0209,0.5967,0.8501,0.9791
google/bert_uncased_L-2_H-128_A-2-sst5-CORAL-TRIPa2-5,2340,0.001,1024,0.277,0.2951,0.277,0.2143,0.4342,0.1889,0.079,0.0209,0.7112,0.9001,0.9791
google/bert_uncased_L-2_H-128_A-2-sst5-CE-TRIPa1-1,2340,5e-05,1024,0.3887,0.3747,0.3887,0.2915,0.4614,0.1272,0.0227,0.0018,0.8501,0.9773,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-CE-TRIPa1-2,2340,5e-05,1024,0.4169,0.37,0.4169,0.356,0.4387,0.1153,0.0291,0.0009,0.8556,0.9709,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CE-TRIPa1-3,2340,5e-05,1024,0.4087,0.3588,0.4087,0.342,0.4314,0.1262,0.0327,0.0009,0.8401,0.9664,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CE-TRIPa1-4,2340,5e-05,1024,0.4051,0.3601,0.4051,0.3432,0.4569,0.1117,0.0263,0.0018,0.8619,0.9737,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-CE-TRIPa1-5,2340,5e-05,1024,0.4078,0.2987,0.4078,0.3113,0.4387,0.119,0.0345,0.0036,0.8465,0.9655,0.9964
google/bert_uncased_L-2_H-128_A-2-sst5-OLL1-TRIPa1-1,2340,7.5e-05,1024,0.3996,0.3628,0.3996,0.3636,0.4659,0.1135,0.0209,0.0027,0.8656,0.9791,0.9973
google/bert_uncased_L-2_H-128_A-2-sst5-OLL1-TRIPa1-2,2340,7.5e-05,1024,0.3896,0.4212,0.3896,0.3117,0.4732,0.1172,0.02,0.0018,0.8629,0.98,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-OLL1-TRIPa1-3,2340,7.5e-05,1024,0.3906,0.3523,0.3906,0.3617,0.4805,0.1153,0.0127,0.0009,0.871,0.9864,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-OLL1-TRIPa1-4,2340,7.5e-05,1024,0.3851,0.3553,0.3851,0.3455,0.4759,0.119,0.02,0.0009,0.861,0.98,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-OLL1-TRIPa1-5,2340,7.5e-05,1024,0.3833,0.382,0.3833,0.3208,0.4814,0.1163,0.0191,0.0027,0.8647,0.9809,0.9973
google/bert_uncased_L-2_H-128_A-2-sst5-OLL15-TRIPa1-1,2340,7.5e-05,1024,0.3906,0.3593,0.3906,0.3485,0.4741,0.1163,0.0191,0.0036,0.8647,0.9809,0.9964
google/bert_uncased_L-2_H-128_A-2-sst5-OLL15-TRIPa1-2,2340,7.5e-05,1024,0.3978,0.3597,0.3978,0.3597,0.465,0.1199,0.0173,0.0018,0.8629,0.9827,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-OLL15-TRIPa1-3,2340,7.5e-05,1024,0.3824,0.3622,0.3824,0.3454,0.4841,0.119,0.0145,0.0036,0.8665,0.9855,0.9964
google/bert_uncased_L-2_H-128_A-2-sst5-OLL15-TRIPa1-4,2340,7.5e-05,1024,0.3751,0.2639,0.3751,0.3079,0.485,0.1208,0.0191,0.0009,0.8601,0.9809,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-OLL15-TRIPa1-5,2340,7.5e-05,1024,0.3915,0.3524,0.3915,0.3588,0.4605,0.1272,0.0209,0.0018,0.852,0.9791,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-OLL2-TRIPa1-1,2340,1e-05,1024,0.4015,0.2825,0.4015,0.316,0.4578,0.1226,0.0182,,0.8592,0.9818,
google/bert_uncased_L-2_H-128_A-2-sst5-OLL2-TRIPa1-2,2340,1e-05,1024,0.3996,0.3591,0.3996,0.3677,0.4659,0.1117,0.0227,0.0009,0.8656,0.9773,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-OLL2-TRIPa1-3,2340,1e-05,1024,0.3942,0.2718,0.3942,0.3088,0.4732,0.1126,0.02,0.0054,0.8674,0.98,0.9946
google/bert_uncased_L-2_H-128_A-2-sst5-OLL2-TRIPa1-4,2340,1e-05,1024,0.3978,0.2795,0.3978,0.3199,0.4705,0.1126,0.0191,0.0018,0.8683,0.9809,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-OLL2-TRIPa1-5,2340,1e-05,1024,0.3915,0.2699,0.3915,0.3002,0.4659,0.119,0.0236,0.0009,0.8574,0.9764,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-WKL-TRIPa1-1,2340,1e-05,1024,0.3506,0.1461,0.3506,0.2057,0.4151,0.1644,0.0618,0.0082,0.7657,0.9301,0.9918
google/bert_uncased_L-2_H-128_A-2-sst5-WKL-TRIPa1-2,2340,1e-05,1024,0.3896,0.3963,0.3896,0.3909,0.445,0.1399,0.0245,0.0009,0.8347,0.9746,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-WKL-TRIPa1-3,2340,1e-05,1024,0.4042,0.4078,0.4042,0.4049,0.4332,0.139,0.0218,0.0018,0.8374,0.9764,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-WKL-TRIPa1-4,2340,1e-05,1024,0.3742,0.3737,0.3742,0.3703,0.455,0.1335,0.0354,0.0018,0.8292,0.9628,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-WKL-TRIPa1-5,2340,1e-05,1024,0.3815,0.3838,0.3815,0.3821,0.4641,0.1244,0.0291,0.0009,0.8456,0.97,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-SOFT2-TRIPa1-1,2340,2.5e-05,1024,0.4015,0.3523,0.4015,0.3434,0.4559,0.1226,0.02,0.0018,0.8574,0.98,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-SOFT2-TRIPa1-2,2340,2.5e-05,1024,0.4087,0.3521,0.4087,0.3554,0.446,0.1208,0.0236,0.0009,0.8547,0.9755,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-SOFT2-TRIPa1-3,2340,2.5e-05,1024,0.4114,0.346,0.4114,0.3498,0.4396,0.1244,0.0236,0.0009,0.851,0.9755,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-SOFT2-TRIPa1-4,2340,2.5e-05,1024,0.406,0.3504,0.406,0.3601,0.4496,0.1172,0.0272,0.0009,0.8556,0.9728,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-SOFT2-TRIPa1-5,2340,2.5e-05,1024,0.4142,0.346,0.4142,0.345,0.4396,0.1163,0.0291,0.0009,0.8538,0.97,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-SOFT3-TRIPa1-1,2340,1e-05,1024,0.396,0.3636,0.396,0.3119,0.4641,0.1217,0.0182,0.0009,0.8601,0.9818,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-SOFT3-TRIPa1-2,2340,1e-05,1024,0.4142,0.3669,0.4142,0.3604,0.445,0.1144,0.0263,0.0009,0.8592,0.9737,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-SOFT3-TRIPa1-3,2340,1e-05,1024,0.406,0.341,0.406,0.335,0.4414,0.1226,0.0291,0.0009,0.8474,0.97,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-SOFT3-TRIPa1-4,2340,1e-05,1024,0.4169,0.3723,0.4169,0.3717,0.4441,0.1108,0.0282,0.0045,0.861,0.9718,0.9955
google/bert_uncased_L-2_H-128_A-2-sst5-SOFT3-TRIPa1-5,2340,1e-05,1024,0.416,0.3652,0.416,0.3339,0.4296,0.1217,0.0318,0.0009,0.8456,0.9673,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-SOFT4-TRIPa1-1,2340,7.5e-05,1024,0.3915,0.3913,0.3915,0.294,0.4614,0.1253,0.0218,0.0018,0.8529,0.9782,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-SOFT4-TRIPa1-2,2340,7.5e-05,1024,0.4114,0.3591,0.4114,0.3508,0.445,0.1181,0.0254,0.0009,0.8565,0.9746,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-SOFT4-TRIPa1-3,2340,7.5e-05,1024,0.406,0.3499,0.406,0.3306,0.4323,0.1317,0.0291,0.0009,0.8383,0.97,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-SOFT4-TRIPa1-4,2340,7.5e-05,1024,0.4078,0.3695,0.4078,0.3424,0.455,0.1108,0.0263,0.0018,0.8629,0.9737,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-SOFT4-TRIPa1-5,2340,7.5e-05,1024,0.4114,0.3708,0.4114,0.3325,0.4296,0.1217,0.0363,0.0009,0.8411,0.9628,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-EMD-TRIPa1-1,2340,7.5e-05,1024,0.4005,0.2994,0.4005,0.2973,0.4496,0.1244,0.0254,0.0018,0.8501,0.9746,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-EMD-TRIPa1-2,2340,7.5e-05,1024,0.4196,0.3917,0.4196,0.3365,0.4196,0.1262,0.0336,0.0009,0.8392,0.9655,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-EMD-TRIPa1-3,2340,7.5e-05,1024,0.4078,0.2806,0.4078,0.3232,0.4351,0.1281,0.0282,0.0009,0.8429,0.9709,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-EMD-TRIPa1-4,2340,7.5e-05,1024,0.4151,0.2892,0.4151,0.3289,0.4369,0.1226,0.0245,0.0009,0.852,0.9746,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-EMD-TRIPa1-5,2340,7.5e-05,1024,0.4133,0.2869,0.4133,0.3258,0.4323,0.119,0.0345,0.0009,0.8456,0.9646,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-BCE-TRIPa1-1,2340,0.0001,1024,0.3769,0.2655,0.3769,0.3077,0.4814,0.1181,0.0236,0.0027,0.8583,0.9764,0.9973
google/bert_uncased_L-2_H-128_A-2-sst5-BCE-TRIPa1-2,2340,0.0001,1024,0.3833,0.2677,0.3833,0.3111,0.485,0.1126,0.0191,0.0009,0.8683,0.9809,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-BCE-TRIPa1-3,2340,0.0001,1024,0.3878,0.3506,0.3878,0.3469,0.4787,0.1144,0.0191,0.0009,0.8665,0.9809,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-BCE-TRIPa1-4,2340,0.0001,1024,0.3896,0.382,0.3896,0.3439,0.4787,0.1135,0.0182,0.0018,0.8683,0.9818,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-BCE-TRIPa1-5,2340,0.0001,1024,0.3987,0.282,0.3987,0.3271,0.4678,0.1153,0.0182,0.0009,0.8665,0.9818,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORAL-TRIPa1-1,2340,0.001,1024,0.2779,0.3008,0.2779,0.2302,0.4478,0.1944,0.0672,0.0127,0.7257,0.9201,0.9873
google/bert_uncased_L-2_H-128_A-2-sst5-CORAL-TRIPa1-2,2340,0.001,1024,0.2925,0.3549,0.2925,0.2471,0.4223,0.2071,0.0636,0.0145,0.7148,0.9219,0.9855
google/bert_uncased_L-2_H-128_A-2-sst5-CORAL-TRIPa1-3,2340,0.001,1024,0.2534,0.0642,0.2534,0.1025,0.3579,0.2625,0.1262,0.0009,0.6113,0.8738,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORAL-TRIPa1-4,2340,0.001,1024,0.2698,0.2798,0.2698,0.1852,0.4596,0.1953,0.059,0.0163,0.7293,0.9246,0.9837
google/bert_uncased_L-2_H-128_A-2-sst5-CORAL-TRIPa1-5,2340,0.001,1024,0.2534,0.0642,0.2534,0.1025,0.3579,0.2625,0.1262,0.0036,0.6113,0.8738,0.9964
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-1,2340,0.005,1024,0.2452,0.1197,0.2452,0.1572,0.4977,0.2289,0.0282,0.0145,0.743,0.9718,0.9855
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-2,2340,0.005,1024,0.3097,0.2528,0.3097,0.2583,0.4632,0.198,0.0291,0.0136,0.7729,0.9709,0.9864
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-3,2340,0.005,1024,0.2307,0.1162,0.2307,0.1428,0.4877,0.2543,0.0272,0.0054,0.7184,0.9728,0.9946
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-4,2340,0.005,1024,0.3388,0.2437,0.3388,0.283,0.4741,0.1589,0.0282,0.0082,0.8129,0.9718,0.9918
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-5,2340,0.005,1024,0.2107,0.1696,0.2107,0.0771,0.5159,0.2734,0.0245,0.0082,0.7266,0.9755,0.9918
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-1,2340,0.001,1024,0.3678,0.2907,0.3678,0.2983,0.4768,0.1362,0.0191,0.0036,0.8447,0.9809,0.9964
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-2,2340,0.001,1024,0.3669,0.2515,0.3669,0.2949,0.4868,0.1317,0.0145,0.0027,0.8538,0.9855,0.9973
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-3,2340,0.001,1024,0.3715,0.2588,0.3715,0.2959,0.4741,0.1317,0.0227,0.0054,0.8456,0.9773,0.9946
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-4,2340,0.001,1024,0.3706,0.2609,0.3706,0.2986,0.4723,0.1381,0.0191,0.0054,0.8429,0.9809,0.9946
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-5,2340,0.001,1024,0.3706,0.2545,0.3706,0.292,0.4805,0.1244,0.0245,0.0054,0.851,0.9755,0.9946
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-1,2340,0.0005,1024,0.3851,0.3373,0.3851,0.3208,0.475,0.1208,0.0191,0.0045,0.8601,0.9809,0.9955
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-2,2340,0.0005,1024,0.3642,0.3135,0.3642,0.2917,0.4896,0.1253,0.0209,0.0036,0.8538,0.9791,0.9964
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-3,2340,0.0005,1024,0.3797,0.3281,0.3797,0.323,0.485,0.1153,0.02,0.0073,0.8647,0.98,0.9927
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-4,2340,0.0005,1024,0.3733,0.3316,0.3733,0.3151,0.5005,0.1117,0.0145,0.0045,0.8738,0.9855,0.9955
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-5,2340,0.0005,1024,0.3878,0.341,0.3878,0.3305,0.4759,0.1199,0.0163,0.0018,0.8638,0.9837,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-1,2340,0.0001,1024,0.376,0.3042,0.376,0.3111,0.485,0.1181,0.0209,0.0018,0.861,0.9791,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-2,2340,0.0001,1024,0.3842,0.3268,0.3842,0.3313,0.4859,0.1181,0.0118,0.0027,0.8701,0.9882,0.9973
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-3,2340,0.0001,1024,0.396,0.3434,0.396,0.3509,0.4668,0.1226,0.0145,0.0009,0.8629,0.9855,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-4,2340,0.0001,1024,0.3951,0.3529,0.3951,0.3376,0.4678,0.1181,0.0191,0.0036,0.8629,0.9809,0.9964
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-5,2340,0.0001,1024,0.3797,0.3327,0.3797,0.3246,0.4859,0.1153,0.0191,0.0018,0.8656,0.9809,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-1,2340,7.5e-05,1024,0.376,0.3112,0.376,0.3088,0.4796,0.1226,0.0218,0.0009,0.8556,0.9782,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-2,2340,7.5e-05,1024,0.3869,0.3251,0.3869,0.3332,0.475,0.1217,0.0163,0.0009,0.8619,0.9837,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-3,2340,7.5e-05,1024,0.3915,0.3357,0.3915,0.3465,0.4714,0.1208,0.0163,0.0009,0.8629,0.9837,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-4,2340,7.5e-05,1024,0.3933,0.3478,0.3933,0.3454,0.4705,0.1226,0.0136,0.0045,0.8638,0.9864,0.9955
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-5,2340,7.5e-05,1024,0.3742,0.3126,0.3742,0.3155,0.4814,0.1244,0.02,0.0009,0.8556,0.98,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-1,2340,5e-05,1024,0.3678,0.3096,0.3678,0.3093,0.4941,0.119,0.0191,0.0009,0.8619,0.9809,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-2,2340,5e-05,1024,0.3978,0.3384,0.3978,0.3443,0.4668,0.1181,0.0173,0.0009,0.8647,0.9827,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-3,2340,5e-05,1024,0.3851,0.3283,0.3851,0.3334,0.4787,0.1199,0.0163,0.0009,0.8638,0.9837,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-4,2340,5e-05,1024,0.4033,0.3498,0.4033,0.3535,0.4596,0.1208,0.0163,0.0036,0.8629,0.9837,0.9964
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-5,2340,5e-05,1024,0.3797,0.3234,0.3797,0.3242,0.4768,0.1244,0.0191,0.0009,0.8565,0.9809,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-1,2340,2.5e-05,1024,0.3769,0.3161,0.3769,0.3177,0.4814,0.1226,0.0191,0.0009,0.8583,0.9809,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-2,2340,2.5e-05,1024,0.3878,0.3319,0.3878,0.3354,0.4732,0.1226,0.0163,0.0009,0.861,0.9837,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-3,2340,2.5e-05,1024,0.4024,0.3469,0.4024,0.3536,0.4632,0.1172,0.0173,0.0018,0.8656,0.9827,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-4,2340,2.5e-05,1024,0.3987,0.3457,0.3987,0.3484,0.4678,0.1181,0.0154,0.0018,0.8665,0.9846,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-5,2340,2.5e-05,1024,0.3778,0.3226,0.3778,0.3251,0.4777,0.1262,0.0182,0.0018,0.8556,0.9818,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-1,2340,1e-05,1024,0.376,0.3231,0.376,0.3161,0.4914,0.1153,0.0173,0.0018,0.8674,0.9827,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-2,2340,1e-05,1024,0.3942,0.3398,0.3942,0.3425,0.4687,0.1217,0.0154,0.0018,0.8629,0.9846,0.9982
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-3,2340,1e-05,1024,0.396,0.3384,0.396,0.3479,0.4687,0.1208,0.0145,0.0009,0.8647,0.9855,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-4,2340,1e-05,1024,0.3951,0.345,0.3951,0.3469,0.4714,0.1172,0.0163,0.0009,0.8665,0.9837,0.9991
google/bert_uncased_L-2_H-128_A-2-sst5-CORN-5,2340,1e-05,1024,0.3787,0.3257,0.3787,0.3317,0.4805,0.1217,0.0191,0.0009,0.8592,0.9809,0.9991
